text,label,source
on this disappointing and poorly made film. Do not waste your money,0,synthetic
this a must-watch film. Exceptional screenplay and superb acting make,1,synthetic
"predictable mess that fails on every conceivable level. A tedious,",0,synthetic
"and I left the theatre feeling completely satisfied. I laughed, I cried,",1,synthetic
"truly a masterpiece. I was completely captivated from start to finish,",1,synthetic
"in every way. This was a complete waste of time, absolutely terrible",0,synthetic
no sense and the acting was painfully bad throughout. The plot made,0,synthetic
and is best avoided at all costs. This film has no redeeming qualities,0,synthetic
superb acting make this a must-watch film. Exceptional screenplay and,1,synthetic
sense and the acting was painfully bad throughout. The plot made no,0,synthetic
"to finish, truly a masterpiece. I was completely captivated from start",1,synthetic
"ever seen, highly recommend to everyone. One of the best films I have",1,synthetic
"movie I have seen this year, a total disaster from start. The worst",0,synthetic
film with outstanding performances from the entire cast. An incredible,1,synthetic
and poorly made film. Do not waste your money on this disappointing,0,synthetic
"the theatre feeling completely satisfied. I laughed, I cried, and I left",1,synthetic
superb acting make this a must-watch film. Exceptional screenplay and,1,synthetic
absolutely fantastic and I loved every minute of it. This movie was,1,synthetic
did a brilliant job bringing this story to life beautifully. The director,1,synthetic
and I loved every minute of it. This movie was absolutely fantastic,1,synthetic
stunning and the plot keeps you on the edge. The cinematography is,1,synthetic
"every conceivable level. A tedious, predictable mess that fails on",0,synthetic
that will stay with you forever. A heartwarming and deeply moving story,1,synthetic
deeply moving story that will stay with you forever. A heartwarming and,1,synthetic
"the best films I have ever seen, highly recommend to everyone. One of",1,synthetic
"seen, highly recommend to everyone. One of the best films I have ever",1,synthetic
moving story that will stay with you forever. A heartwarming and deeply,1,synthetic
"of any creativity whatsoever. Dull, lifeless, and completely devoid",0,synthetic
"left the theatre feeling completely satisfied. I laughed, I cried, and I",1,synthetic
on the edge. The cinematography is stunning and the plot keeps you,1,synthetic
asleep halfway through because it was so incredibly boring. I fell,0,synthetic
"completely captivated from start to finish, truly a masterpiece. I was",1,synthetic
"I have seen this year, a total disaster from start. The worst movie",0,synthetic
a must-watch film. Exceptional screenplay and superb acting make this,1,synthetic
"theatre feeling completely satisfied. I laughed, I cried, and I left the",1,synthetic
with outstanding performances from the entire cast. An incredible film,1,synthetic
"I cried, and I left the theatre feeling completely satisfied. I laughed,",1,synthetic
bringing this story to life beautifully. The director did a brilliant job,1,synthetic
"was that bad. I wanted to walk out after the first ten minutes, it",0,synthetic
"of any creativity whatsoever. Dull, lifeless, and completely devoid",0,synthetic
"theatre feeling completely satisfied. I laughed, I cried, and I left the",1,synthetic
will stay with you forever. A heartwarming and deeply moving story that,1,synthetic
acting was painfully bad throughout. The plot made no sense and the,0,synthetic
"exactly what cinema should be: powerful, emotional, and beautiful. This is",1,synthetic
performances from the entire cast. An incredible film with outstanding,1,synthetic
"I have seen this year, a total disaster from start. The worst movie",0,synthetic
make this a must-watch film. Exceptional screenplay and superb acting,1,synthetic
"walk out after the first ten minutes, it was that bad. I wanted to",0,synthetic
this story to life beautifully. The director did a brilliant job bringing,1,synthetic
with outstanding performances from the entire cast. An incredible film,1,synthetic
"it was that bad. I wanted to walk out after the first ten minutes,",0,synthetic
and the plot keeps you on the edge. The cinematography is stunning,1,synthetic
"emotional, and beautiful. This is exactly what cinema should be: powerful,",1,synthetic
moving story that will stay with you forever. A heartwarming and deeply,1,synthetic
stunning and the plot keeps you on the edge. The cinematography is,1,synthetic
"of any creativity whatsoever. Dull, lifeless, and completely devoid",0,synthetic
was absolutely fantastic and I loved every minute of it. This movie,1,synthetic
awful and the characters were entirely unconvincing. The script was,0,synthetic
bringing this story to life beautifully. The director did a brilliant job,1,synthetic
waste your money on this disappointing and poorly made film. Do not,0,synthetic
"truly a masterpiece. I was completely captivated from start to finish,",1,synthetic
"finish, truly a masterpiece. I was completely captivated from start to",1,synthetic
"the theatre feeling completely satisfied. I laughed, I cried, and I left",1,synthetic
deeply moving story that will stay with you forever. A heartwarming and,1,synthetic
and the acting was painfully bad throughout. The plot made no sense,0,synthetic
that will stay with you forever. A heartwarming and deeply moving story,1,synthetic
"powerful, emotional, and beautiful. This is exactly what cinema should be:",1,synthetic
and the plot keeps you on the edge. The cinematography is stunning,1,synthetic
so incredibly boring. I fell asleep halfway through because it was,0,synthetic
with you forever. A heartwarming and deeply moving story that will stay,1,synthetic
with outstanding performances from the entire cast. An incredible film,1,synthetic
best avoided at all costs. This film has no redeeming qualities and is,0,synthetic
"powerful, emotional, and beautiful. This is exactly what cinema should be:",1,synthetic
"absolutely terrible in every way. This was a complete waste of time,",0,synthetic
to life beautifully. The director did a brilliant job bringing this story,1,synthetic
and the acting was painfully bad throughout. The plot made no sense,0,synthetic
poorly made film. Do not waste your money on this disappointing and,0,synthetic
job bringing this story to life beautifully. The director did a brilliant,1,synthetic
through because it was so incredibly boring. I fell asleep halfway,0,synthetic
"waste of time, absolutely terrible in every way. This was a complete",0,synthetic
deeply moving story that will stay with you forever. A heartwarming and,1,synthetic
"I cried, and I left the theatre feeling completely satisfied. I laughed,",1,synthetic
this a must-watch film. Exceptional screenplay and superb acting make,1,synthetic
"of time, absolutely terrible in every way. This was a complete waste",0,synthetic
and superb acting make this a must-watch film. Exceptional screenplay,1,synthetic
make this a must-watch film. Exceptional screenplay and superb acting,1,synthetic
and is best avoided at all costs. This film has no redeeming qualities,0,synthetic
acting was painfully bad throughout. The plot made no sense and the,0,synthetic
"to finish, truly a masterpiece. I was completely captivated from start",1,synthetic
will stay with you forever. A heartwarming and deeply moving story that,1,synthetic
the acting was painfully bad throughout. The plot made no sense and,0,synthetic
with you forever. A heartwarming and deeply moving story that will stay,1,synthetic
the characters were entirely unconvincing. The script was awful and,0,synthetic
made no sense and the acting was painfully bad throughout. The plot,0,synthetic
"disaster from start. The worst movie I have seen this year, a total",0,synthetic
"have seen this year, a total disaster from start. The worst movie I",0,synthetic
with outstanding performances from the entire cast. An incredible film,1,synthetic
and I loved every minute of it. This movie was absolutely fantastic,1,synthetic
brilliant job bringing this story to life beautifully. The director did a,1,synthetic
and poorly made film. Do not waste your money on this disappointing,0,synthetic
"of time, absolutely terrible in every way. This was a complete waste",0,synthetic
poorly made film. Do not waste your money on this disappointing and,0,synthetic
"out after the first ten minutes, it was that bad. I wanted to walk",0,synthetic
the characters were entirely unconvincing. The script was awful and,0,synthetic
"I cried, and I left the theatre feeling completely satisfied. I laughed,",1,synthetic
"feeling completely satisfied. I laughed, I cried, and I left the theatre",1,synthetic
through because it was so incredibly boring. I fell asleep halfway,0,synthetic
avoided at all costs. This film has no redeeming qualities and is best,0,synthetic
and the acting was painfully bad throughout. The plot made no sense,0,synthetic
this disappointing and poorly made film. Do not waste your money on,0,synthetic
was painfully bad throughout. The plot made no sense and the acting,0,synthetic
"mess that fails on every conceivable level. A tedious, predictable",0,synthetic
"this year, a total disaster from start. The worst movie I have seen",0,synthetic
characters were entirely unconvincing. The script was awful and the,0,synthetic
"waste of time, absolutely terrible in every way. This was a complete",0,synthetic
"recommend to everyone. One of the best films I have ever seen, highly",1,synthetic
story to life beautifully. The director did a brilliant job bringing this,1,synthetic
brilliant job bringing this story to life beautifully. The director did a,1,synthetic
characters were entirely unconvincing. The script was awful and the,0,synthetic
no redeeming qualities and is best avoided at all costs. This film has,0,synthetic
your money on this disappointing and poorly made film. Do not waste,0,synthetic
"any creativity whatsoever. Dull, lifeless, and completely devoid of",0,synthetic
keeps you on the edge. The cinematography is stunning and the plot,1,synthetic
it was so incredibly boring. I fell asleep halfway through because,0,synthetic
"walk out after the first ten minutes, it was that bad. I wanted to",0,synthetic
the characters were entirely unconvincing. The script was awful and,0,synthetic
"any creativity whatsoever. Dull, lifeless, and completely devoid of",0,synthetic
painfully bad throughout. The plot made no sense and the acting was,0,synthetic
acting make this a must-watch film. Exceptional screenplay and superb,1,synthetic
a must-watch film. Exceptional screenplay and superb acting make this,1,synthetic
"powerful, emotional, and beautiful. This is exactly what cinema should be:",1,synthetic
this a must-watch film. Exceptional screenplay and superb acting make,1,synthetic
stunning and the plot keeps you on the edge. The cinematography is,1,synthetic
was awful and the characters were entirely unconvincing. The script,0,synthetic
keeps you on the edge. The cinematography is stunning and the plot,1,synthetic
fantastic and I loved every minute of it. This movie was absolutely,1,synthetic
that will stay with you forever. A heartwarming and deeply moving story,1,synthetic
is stunning and the plot keeps you on the edge. The cinematography,1,synthetic
"start to finish, truly a masterpiece. I was completely captivated from",1,synthetic
asleep halfway through because it was so incredibly boring. I fell,0,synthetic
story that will stay with you forever. A heartwarming and deeply moving,1,synthetic
moving story that will stay with you forever. A heartwarming and deeply,1,synthetic
"best films I have ever seen, highly recommend to everyone. One of the",1,synthetic
"truly a masterpiece. I was completely captivated from start to finish,",1,synthetic
because it was so incredibly boring. I fell asleep halfway through,0,synthetic
"to walk out after the first ten minutes, it was that bad. I wanted",0,synthetic
"fails on every conceivable level. A tedious, predictable mess that",0,synthetic
the acting was painfully bad throughout. The plot made no sense and,0,synthetic
was awful and the characters were entirely unconvincing. The script,0,synthetic
"the first ten minutes, it was that bad. I wanted to walk out after",0,synthetic
"and completely devoid of any creativity whatsoever. Dull, lifeless,",0,synthetic
"emotional, and beautiful. This is exactly what cinema should be: powerful,",1,synthetic
"was that bad. I wanted to walk out after the first ten minutes, it",0,synthetic
"have seen this year, a total disaster from start. The worst movie I",0,synthetic
and superb acting make this a must-watch film. Exceptional screenplay,1,synthetic
"completely captivated from start to finish, truly a masterpiece. I was",1,synthetic
on this disappointing and poorly made film. Do not waste your money,0,synthetic
a brilliant job bringing this story to life beautifully. The director did,1,synthetic
"and I left the theatre feeling completely satisfied. I laughed, I cried,",1,synthetic
with you forever. A heartwarming and deeply moving story that will stay,1,synthetic
and poorly made film. Do not waste your money on this disappointing,0,synthetic
film with outstanding performances from the entire cast. An incredible,1,synthetic
keeps you on the edge. The cinematography is stunning and the plot,1,synthetic
was awful and the characters were entirely unconvincing. The script,0,synthetic
"and I left the theatre feeling completely satisfied. I laughed, I cried,",1,synthetic
"seen, highly recommend to everyone. One of the best films I have ever",1,synthetic
the characters were entirely unconvincing. The script was awful and,0,synthetic
make this a must-watch film. Exceptional screenplay and superb acting,1,synthetic
your money on this disappointing and poorly made film. Do not waste,0,synthetic
a brilliant job bringing this story to life beautifully. The director did,1,synthetic
you on the edge. The cinematography is stunning and the plot keeps,1,synthetic
"I cried, and I left the theatre feeling completely satisfied. I laughed,",1,synthetic
"and I left the theatre feeling completely satisfied. I laughed, I cried,",1,synthetic
"exactly what cinema should be: powerful, emotional, and beautiful. This is",1,synthetic
with you forever. A heartwarming and deeply moving story that will stay,1,synthetic
"truly a masterpiece. I was completely captivated from start to finish,",1,synthetic
to life beautifully. The director did a brilliant job bringing this story,1,synthetic
outstanding performances from the entire cast. An incredible film with,1,synthetic
awful and the characters were entirely unconvincing. The script was,0,synthetic
"movie I have seen this year, a total disaster from start. The worst",0,synthetic
performances from the entire cast. An incredible film with outstanding,1,synthetic
you on the edge. The cinematography is stunning and the plot keeps,1,synthetic
"truly a masterpiece. I was completely captivated from start to finish,",1,synthetic
"absolutely terrible in every way. This was a complete waste of time,",0,synthetic
will stay with you forever. A heartwarming and deeply moving story that,1,synthetic
a must-watch film. Exceptional screenplay and superb acting make this,1,synthetic
"I cried, and I left the theatre feeling completely satisfied. I laughed,",1,synthetic
and is best avoided at all costs. This film has no redeeming qualities,0,synthetic
"devoid of any creativity whatsoever. Dull, lifeless, and completely",0,synthetic
brilliant job bringing this story to life beautifully. The director did a,1,synthetic
on this disappointing and poorly made film. Do not waste your money,0,synthetic
"devoid of any creativity whatsoever. Dull, lifeless, and completely",0,synthetic
awful and the characters were entirely unconvincing. The script was,0,synthetic
"any creativity whatsoever. Dull, lifeless, and completely devoid of",0,synthetic
this story to life beautifully. The director did a brilliant job bringing,1,synthetic
"left the theatre feeling completely satisfied. I laughed, I cried, and I",1,synthetic
qualities and is best avoided at all costs. This film has no redeeming,0,synthetic
every minute of it. This movie was absolutely fantastic and I loved,1,synthetic
on this disappointing and poorly made film. Do not waste your money,0,synthetic
"fails on every conceivable level. A tedious, predictable mess that",0,synthetic
"I left the theatre feeling completely satisfied. I laughed, I cried, and",1,synthetic
"after the first ten minutes, it was that bad. I wanted to walk out",0,synthetic
"every conceivable level. A tedious, predictable mess that fails on",0,synthetic
"mess that fails on every conceivable level. A tedious, predictable",0,synthetic
"the theatre feeling completely satisfied. I laughed, I cried, and I left",1,synthetic
moving story that will stay with you forever. A heartwarming and deeply,1,synthetic
with you forever. A heartwarming and deeply moving story that will stay,1,synthetic
"I cried, and I left the theatre feeling completely satisfied. I laughed,",1,synthetic
"of any creativity whatsoever. Dull, lifeless, and completely devoid",0,synthetic
plot keeps you on the edge. The cinematography is stunning and the,1,synthetic
"and I left the theatre feeling completely satisfied. I laughed, I cried,",1,synthetic
"films I have ever seen, highly recommend to everyone. One of the best",1,synthetic
"total disaster from start. The worst movie I have seen this year, a",0,synthetic
"and completely devoid of any creativity whatsoever. Dull, lifeless,",0,synthetic
and the acting was painfully bad throughout. The plot made no sense,0,synthetic
this story to life beautifully. The director did a brilliant job bringing,1,synthetic
"captivated from start to finish, truly a masterpiece. I was completely",1,synthetic
from the entire cast. An incredible film with outstanding performances,1,synthetic
"seen, highly recommend to everyone. One of the best films I have ever",1,synthetic
"what cinema should be: powerful, emotional, and beautiful. This is exactly",1,synthetic
"after the first ten minutes, it was that bad. I wanted to walk out",0,synthetic
every minute of it. This movie was absolutely fantastic and I loved,1,synthetic
"highly recommend to everyone. One of the best films I have ever seen,",1,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
stay with you forever. A heartwarming and deeply moving story that will,1,synthetic
make this a must-watch film. Exceptional screenplay and superb acting,1,synthetic
made no sense and the acting was painfully bad throughout. The plot,0,synthetic
"terrible in every way. This was a complete waste of time, absolutely",0,synthetic
"first ten minutes, it was that bad. I wanted to walk out after the",0,synthetic
"and I left the theatre feeling completely satisfied. I laughed, I cried,",1,synthetic
waste your money on this disappointing and poorly made film. Do not,0,synthetic
avoided at all costs. This film has no redeeming qualities and is best,0,synthetic
"mess that fails on every conceivable level. A tedious, predictable",0,synthetic
"completely captivated from start to finish, truly a masterpiece. I was",1,synthetic
a brilliant job bringing this story to life beautifully. The director did,1,synthetic
a must-watch film. Exceptional screenplay and superb acting make this,1,synthetic
and the characters were entirely unconvincing. The script was awful,0,synthetic
on the edge. The cinematography is stunning and the plot keeps you,1,synthetic
"complete waste of time, absolutely terrible in every way. This was a",0,synthetic
the plot keeps you on the edge. The cinematography is stunning and,1,synthetic
"waste of time, absolutely terrible in every way. This was a complete",0,synthetic
performances from the entire cast. An incredible film with outstanding,1,synthetic
the characters were entirely unconvincing. The script was awful and,0,synthetic
job bringing this story to life beautifully. The director did a brilliant,1,synthetic
"be: powerful, emotional, and beautiful. This is exactly what cinema should",1,synthetic
a must-watch film. Exceptional screenplay and superb acting make this,1,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
"devoid of any creativity whatsoever. Dull, lifeless, and completely",0,synthetic
"terrible in every way. This was a complete waste of time, absolutely",0,synthetic
the acting was painfully bad throughout. The plot made no sense and,0,synthetic
"devoid of any creativity whatsoever. Dull, lifeless, and completely",0,synthetic
"recommend to everyone. One of the best films I have ever seen, highly",1,synthetic
"every conceivable level. A tedious, predictable mess that fails on",0,synthetic
the characters were entirely unconvincing. The script was awful and,0,synthetic
from the entire cast. An incredible film with outstanding performances,1,synthetic
"first ten minutes, it was that bad. I wanted to walk out after the",0,synthetic
"any creativity whatsoever. Dull, lifeless, and completely devoid of",0,synthetic
"I left the theatre feeling completely satisfied. I laughed, I cried, and",1,synthetic
a brilliant job bringing this story to life beautifully. The director did,1,synthetic
stay with you forever. A heartwarming and deeply moving story that will,1,synthetic
and is best avoided at all costs. This film has no redeeming qualities,0,synthetic
disappointing and poorly made film. Do not waste your money on this,0,synthetic
awful and the characters were entirely unconvincing. The script was,0,synthetic
acting make this a must-watch film. Exceptional screenplay and superb,1,synthetic
on the edge. The cinematography is stunning and the plot keeps you,1,synthetic
"mess that fails on every conceivable level. A tedious, predictable",0,synthetic
this a must-watch film. Exceptional screenplay and superb acting make,1,synthetic
"first ten minutes, it was that bad. I wanted to walk out after the",0,synthetic
that will stay with you forever. A heartwarming and deeply moving story,1,synthetic
the characters were entirely unconvincing. The script was awful and,0,synthetic
"year, a total disaster from start. The worst movie I have seen this",0,synthetic
minute of it. This movie was absolutely fantastic and I loved every,1,synthetic
it was so incredibly boring. I fell asleep halfway through because,0,synthetic
and deeply moving story that will stay with you forever. A heartwarming,1,synthetic
brilliant job bringing this story to life beautifully. The director did a,1,synthetic
the entire cast. An incredible film with outstanding performances from,1,synthetic
"cinema should be: powerful, emotional, and beautiful. This is exactly what",1,synthetic
"finish, truly a masterpiece. I was completely captivated from start to",1,synthetic
"left the theatre feeling completely satisfied. I laughed, I cried, and I",1,synthetic
"completely captivated from start to finish, truly a masterpiece. I was",1,synthetic
"a complete waste of time, absolutely terrible in every way. This was",0,synthetic
money on this disappointing and poorly made film. Do not waste your,0,synthetic
"I cried, and I left the theatre feeling completely satisfied. I laughed,",1,synthetic
your money on this disappointing and poorly made film. Do not waste,0,synthetic
"in every way. This was a complete waste of time, absolutely terrible",0,synthetic
"walk out after the first ten minutes, it was that bad. I wanted to",0,synthetic
"exactly what cinema should be: powerful, emotional, and beautiful. This is",1,synthetic
"fails on every conceivable level. A tedious, predictable mess that",0,synthetic
"to finish, truly a masterpiece. I was completely captivated from start",1,synthetic
"seen this year, a total disaster from start. The worst movie I have",0,synthetic
and is best avoided at all costs. This film has no redeeming qualities,0,synthetic
"complete waste of time, absolutely terrible in every way. This was a",0,synthetic
"recommend to everyone. One of the best films I have ever seen, highly",1,synthetic
"recommend to everyone. One of the best films I have ever seen, highly",1,synthetic
awful and the characters were entirely unconvincing. The script was,0,synthetic
from the entire cast. An incredible film with outstanding performances,1,synthetic
"theatre feeling completely satisfied. I laughed, I cried, and I left the",1,synthetic
a must-watch film. Exceptional screenplay and superb acting make this,1,synthetic
"in every way. This was a complete waste of time, absolutely terrible",0,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
"completely devoid of any creativity whatsoever. Dull, lifeless, and",0,synthetic
and the characters were entirely unconvincing. The script was awful,0,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
bringing this story to life beautifully. The director did a brilliant job,1,synthetic
and I loved every minute of it. This movie was absolutely fantastic,1,synthetic
with outstanding performances from the entire cast. An incredible film,1,synthetic
story that will stay with you forever. A heartwarming and deeply moving,1,synthetic
did a brilliant job bringing this story to life beautifully. The director,1,synthetic
the entire cast. An incredible film with outstanding performances from,1,synthetic
because it was so incredibly boring. I fell asleep halfway through,0,synthetic
this story to life beautifully. The director did a brilliant job bringing,1,synthetic
"fails on every conceivable level. A tedious, predictable mess that",0,synthetic
this story to life beautifully. The director did a brilliant job bringing,1,synthetic
that will stay with you forever. A heartwarming and deeply moving story,1,synthetic
"I have ever seen, highly recommend to everyone. One of the best films",1,synthetic
"completely captivated from start to finish, truly a masterpiece. I was",1,synthetic
and deeply moving story that will stay with you forever. A heartwarming,1,synthetic
"movie I have seen this year, a total disaster from start. The worst",0,synthetic
"from start to finish, truly a masterpiece. I was completely captivated",1,synthetic
"have ever seen, highly recommend to everyone. One of the best films I",1,synthetic
a must-watch film. Exceptional screenplay and superb acting make this,1,synthetic
"and I left the theatre feeling completely satisfied. I laughed, I cried,",1,synthetic
"a total disaster from start. The worst movie I have seen this year,",0,synthetic
"films I have ever seen, highly recommend to everyone. One of the best",1,synthetic
and superb acting make this a must-watch film. Exceptional screenplay,1,synthetic
plot keeps you on the edge. The cinematography is stunning and the,1,synthetic
from the entire cast. An incredible film with outstanding performances,1,synthetic
and deeply moving story that will stay with you forever. A heartwarming,1,synthetic
"to walk out after the first ten minutes, it was that bad. I wanted",0,synthetic
on this disappointing and poorly made film. Do not waste your money,0,synthetic
film with outstanding performances from the entire cast. An incredible,1,synthetic
"disaster from start. The worst movie I have seen this year, a total",0,synthetic
"devoid of any creativity whatsoever. Dull, lifeless, and completely",0,synthetic
"any creativity whatsoever. Dull, lifeless, and completely devoid of",0,synthetic
"should be: powerful, emotional, and beautiful. This is exactly what cinema",1,synthetic
"seen this year, a total disaster from start. The worst movie I have",0,synthetic
"truly a masterpiece. I was completely captivated from start to finish,",1,synthetic
and the plot keeps you on the edge. The cinematography is stunning,1,synthetic
every minute of it. This movie was absolutely fantastic and I loved,1,synthetic
this story to life beautifully. The director did a brilliant job bringing,1,synthetic
fantastic and I loved every minute of it. This movie was absolutely,1,synthetic
at all costs. This film has no redeeming qualities and is best avoided,0,synthetic
"powerful, emotional, and beautiful. This is exactly what cinema should be:",1,synthetic
"movie I have seen this year, a total disaster from start. The worst",0,synthetic
"be: powerful, emotional, and beautiful. This is exactly what cinema should",1,synthetic
"cinema should be: powerful, emotional, and beautiful. This is exactly what",1,synthetic
made no sense and the acting was painfully bad throughout. The plot,0,synthetic
at all costs. This film has no redeeming qualities and is best avoided,0,synthetic
fantastic and I loved every minute of it. This movie was absolutely,1,synthetic
"feeling completely satisfied. I laughed, I cried, and I left the theatre",1,synthetic
"captivated from start to finish, truly a masterpiece. I was completely",1,synthetic
the characters were entirely unconvincing. The script was awful and,0,synthetic
"have ever seen, highly recommend to everyone. One of the best films I",1,synthetic
this a must-watch film. Exceptional screenplay and superb acting make,1,synthetic
asleep halfway through because it was so incredibly boring. I fell,0,synthetic
is stunning and the plot keeps you on the edge. The cinematography,1,synthetic
and I loved every minute of it. This movie was absolutely fantastic,1,synthetic
"films I have ever seen, highly recommend to everyone. One of the best",1,synthetic
made no sense and the acting was painfully bad throughout. The plot,0,synthetic
"predictable mess that fails on every conceivable level. A tedious,",0,synthetic
with outstanding performances from the entire cast. An incredible film,1,synthetic
"seen, highly recommend to everyone. One of the best films I have ever",1,synthetic
"first ten minutes, it was that bad. I wanted to walk out after the",0,synthetic
moving story that will stay with you forever. A heartwarming and deeply,1,synthetic
"be: powerful, emotional, and beautiful. This is exactly what cinema should",1,synthetic
on this disappointing and poorly made film. Do not waste your money,0,synthetic
was painfully bad throughout. The plot made no sense and the acting,0,synthetic
"have seen this year, a total disaster from start. The worst movie I",0,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
asleep halfway through because it was so incredibly boring. I fell,0,synthetic
"and completely devoid of any creativity whatsoever. Dull, lifeless,",0,synthetic
"walk out after the first ten minutes, it was that bad. I wanted to",0,synthetic
"a complete waste of time, absolutely terrible in every way. This was",0,synthetic
"that fails on every conceivable level. A tedious, predictable mess",0,synthetic
"devoid of any creativity whatsoever. Dull, lifeless, and completely",0,synthetic
was absolutely fantastic and I loved every minute of it. This movie,1,synthetic
"this year, a total disaster from start. The worst movie I have seen",0,synthetic
film with outstanding performances from the entire cast. An incredible,1,synthetic
moving story that will stay with you forever. A heartwarming and deeply,1,synthetic
brilliant job bringing this story to life beautifully. The director did a,1,synthetic
and the acting was painfully bad throughout. The plot made no sense,0,synthetic
moving story that will stay with you forever. A heartwarming and deeply,1,synthetic
"walk out after the first ten minutes, it was that bad. I wanted to",0,synthetic
story that will stay with you forever. A heartwarming and deeply moving,1,synthetic
"complete waste of time, absolutely terrible in every way. This was a",0,synthetic
on the edge. The cinematography is stunning and the plot keeps you,1,synthetic
story to life beautifully. The director did a brilliant job bringing this,1,synthetic
sense and the acting was painfully bad throughout. The plot made no,0,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
"finish, truly a masterpiece. I was completely captivated from start to",1,synthetic
no sense and the acting was painfully bad throughout. The plot made,0,synthetic
"the first ten minutes, it was that bad. I wanted to walk out after",0,synthetic
through because it was so incredibly boring. I fell asleep halfway,0,synthetic
your money on this disappointing and poorly made film. Do not waste,0,synthetic
"minutes, it was that bad. I wanted to walk out after the first ten",0,synthetic
avoided at all costs. This film has no redeeming qualities and is best,0,synthetic
this disappointing and poorly made film. Do not waste your money on,0,synthetic
and poorly made film. Do not waste your money on this disappointing,0,synthetic
"to finish, truly a masterpiece. I was completely captivated from start",1,synthetic
"completely devoid of any creativity whatsoever. Dull, lifeless, and",0,synthetic
was absolutely fantastic and I loved every minute of it. This movie,1,synthetic
fantastic and I loved every minute of it. This movie was absolutely,1,synthetic
was so incredibly boring. I fell asleep halfway through because it,0,synthetic
was awful and the characters were entirely unconvincing. The script,0,synthetic
moving story that will stay with you forever. A heartwarming and deeply,1,synthetic
acting was painfully bad throughout. The plot made no sense and the,0,synthetic
"a total disaster from start. The worst movie I have seen this year,",0,synthetic
poorly made film. Do not waste your money on this disappointing and,0,synthetic
the plot keeps you on the edge. The cinematography is stunning and,1,synthetic
"and I left the theatre feeling completely satisfied. I laughed, I cried,",1,synthetic
and deeply moving story that will stay with you forever. A heartwarming,1,synthetic
and the acting was painfully bad throughout. The plot made no sense,0,synthetic
"seen, highly recommend to everyone. One of the best films I have ever",1,synthetic
"of time, absolutely terrible in every way. This was a complete waste",0,synthetic
"start to finish, truly a masterpiece. I was completely captivated from",1,synthetic
"the theatre feeling completely satisfied. I laughed, I cried, and I left",1,synthetic
this story to life beautifully. The director did a brilliant job bringing,1,synthetic
halfway through because it was so incredibly boring. I fell asleep,0,synthetic
bringing this story to life beautifully. The director did a brilliant job,1,synthetic
"mess that fails on every conceivable level. A tedious, predictable",0,synthetic
and deeply moving story that will stay with you forever. A heartwarming,1,synthetic
this story to life beautifully. The director did a brilliant job bringing,1,synthetic
asleep halfway through because it was so incredibly boring. I fell,0,synthetic
was absolutely fantastic and I loved every minute of it. This movie,1,synthetic
"on every conceivable level. A tedious, predictable mess that fails",0,synthetic
the entire cast. An incredible film with outstanding performances from,1,synthetic
"seen this year, a total disaster from start. The worst movie I have",0,synthetic
"predictable mess that fails on every conceivable level. A tedious,",0,synthetic
was awful and the characters were entirely unconvincing. The script,0,synthetic
your money on this disappointing and poorly made film. Do not waste,0,synthetic
film with outstanding performances from the entire cast. An incredible,1,synthetic
was absolutely fantastic and I loved every minute of it. This movie,1,synthetic
was awful and the characters were entirely unconvincing. The script,0,synthetic
this a must-watch film. Exceptional screenplay and superb acting make,1,synthetic
"finish, truly a masterpiece. I was completely captivated from start to",1,synthetic
"highly recommend to everyone. One of the best films I have ever seen,",1,synthetic
"to walk out after the first ten minutes, it was that bad. I wanted",0,synthetic
"I have seen this year, a total disaster from start. The worst movie",0,synthetic
"recommend to everyone. One of the best films I have ever seen, highly",1,synthetic
"cinema should be: powerful, emotional, and beautiful. This is exactly what",1,synthetic
"truly a masterpiece. I was completely captivated from start to finish,",1,synthetic
"complete waste of time, absolutely terrible in every way. This was a",0,synthetic
disappointing and poorly made film. Do not waste your money on this,0,synthetic
"the theatre feeling completely satisfied. I laughed, I cried, and I left",1,synthetic
superb acting make this a must-watch film. Exceptional screenplay and,1,synthetic
I loved every minute of it. This movie was absolutely fantastic and,1,synthetic
a brilliant job bringing this story to life beautifully. The director did,1,synthetic
disappointing and poorly made film. Do not waste your money on this,0,synthetic
redeeming qualities and is best avoided at all costs. This film has no,0,synthetic
and the acting was painfully bad throughout. The plot made no sense,0,synthetic
"and I left the theatre feeling completely satisfied. I laughed, I cried,",1,synthetic
is stunning and the plot keeps you on the edge. The cinematography,1,synthetic
"devoid of any creativity whatsoever. Dull, lifeless, and completely",0,synthetic
"emotional, and beautiful. This is exactly what cinema should be: powerful,",1,synthetic
"disaster from start. The worst movie I have seen this year, a total",0,synthetic
stay with you forever. A heartwarming and deeply moving story that will,1,synthetic
did a brilliant job bringing this story to life beautifully. The director,1,synthetic
"best films I have ever seen, highly recommend to everyone. One of the",1,synthetic
story to life beautifully. The director did a brilliant job bringing this,1,synthetic
"this year, a total disaster from start. The worst movie I have seen",0,synthetic
